slope,elevation,rainfall_total,rainfall_1h,rainfall_6h,rainfall_12h,rainfall_24h,soil_moisture,soil_type,geology,vegetation_ndvi,land_use,historical_landslide_density,risk_probability,risk_level,source_type
32.0,305.4,26.8,3.3,8.5,15.5,26.8,0.309,3,0,0.396,1,0.136,0.1769,LOW,DEMO
36.4,640.5,178.6,26.0,55.8,121.7,178.6,0.632,1,0,0.456,0,0.129,0.5394,HIGH,DEMO
37.7,651.9,19.9,1.4,6.6,14.3,19.9,0.261,0,1,0.38,0,0.194,0.1464,LOW,DEMO
15.8,1941.3,39.3,5.9,11.9,25.1,39.3,0.409,1,1,0.535,0,0.218,0.123,LOW,DEMO
39.9,1375.0,19.5,3.0,6.7,12.5,19.5,0.221,3,0,0.51,0,0.539,0.1798,LOW,DEMO
24.8,727.7,53.4,8.4,19.6,36.1,53.4,0.357,3,2,0.262,2,0.134,0.1636,LOW,DEMO
41.2,1079.8,66.7,10.0,24.5,43.0,66.7,0.362,0,0,0.692,0,0.213,0.2702,MEDIUM,DEMO
46.3,1771.7,48.6,9.9,22.9,40.1,48.6,0.408,3,1,0.242,3,0.676,0.3497,MEDIUM,DEMO
45.3,88.6,100.9,19.3,38.7,56.8,100.9,0.364,3,0,0.469,0,0.086,0.4255,MEDIUM,DEMO
35.2,544.1,67.0,8.8,20.5,41.6,67.0,0.396,1,0,0.695,2,0.364,0.2671,MEDIUM,DEMO
34.2,2220.0,13.1,1.6,5.2,10.4,13.1,0.262,2,1,0.65,2,0.039,0.1314,LOW,DEMO
20.2,1293.5,37.7,7.4,19.2,30.2,37.7,0.396,1,0,0.448,2,0.409,0.1725,LOW,DEMO
43.9,784.5,60.4,6.6,21.9,35.2,60.4,0.321,1,0,0.72,3,0.295,0.2773,MEDIUM,DEMO
26.0,758.8,149.3,30.6,62.4,125.7,149.3,0.548,0,1,0.662,0,0.196,0.3734,MEDIUM,DEMO
33.4,464.6,83.2,20.9,44.5,63.0,83.2,0.363,1,3,0.412,3,0.48,0.2947,MEDIUM,DEMO
26.5,741.5,55.3,7.1,19.2,34.9,55.3,0.362,3,1,0.801,0,0.07,0.1477,LOW,DEMO
19.7,1038.8,24.2,4.0,9.3,16.6,24.2,0.276,2,0,0.228,3,0.3,0.1344,LOW,DEMO
37.9,567.7,85.6,14.9,31.5,54.7,85.6,0.39,1,0,0.392,1,0.508,0.4065,MEDIUM,DEMO
14.4,1207.1,170.9,15.2,55.6,101.7,170.9,0.468,1,1,0.65,0,0.081,0.3253,MEDIUM,DEMO
42.7,1857.5,62.3,9.2,24.5,39.7,62.3,0.386,1,0,0.783,2,0.399,0.3087,MEDIUM,DEMO
27.7,231.2,40.5,5.7,16.6,29.4,40.5,0.271,1,0,0.365,2,0.364,0.1853,LOW,DEMO
5.5,620.6,110.8,20.1,46.6,88.4,110.8,0.4,2,0,0.547,0,0.45,0.288,MEDIUM,DEMO
33.9,551.9,152.9,22.8,72.7,100.8,152.9,0.456,1,1,0.129,2,0.167,0.4897,MEDIUM,DEMO
13.7,1126.7,68.2,10.0,24.2,44.6,68.2,0.324,0,1,0.402,0,0.455,0.1757,LOW,DEMO
26.2,338.8,119.0,17.4,54.2,82.2,119.0,0.496,1,1,0.372,0,0.153,0.3268,MEDIUM,DEMO
40.9,1000.1,57.3,5.5,23.6,42.6,57.3,0.379,1,3,0.76,2,0.132,0.1986,LOW,DEMO
15.1,1969.6,122.6,12.8,55.2,95.1,122.6,0.511,2,0,0.176,0,0.352,0.2981,MEDIUM,DEMO
47.2,567.4,176.2,14.0,59.5,114.2,176.2,0.526,1,3,0.167,0,0.194,0.5266,HIGH,DEMO
7.5,2257.4,134.0,13.8,65.7,97.3,134.0,0.51,2,1,0.456,3,0.219,0.3055,MEDIUM,DEMO
25.0,4200.0,107.9,17.4,48.3,72.0,107.9,0.42,2,0,0.43,1,0.63,0.3888,MEDIUM,DEMO
42.4,180.9,212.0,29.7,74.0,162.1,212.0,0.691,1,3,0.243,1,0.451,0.6549,HIGH,DEMO
27.6,318.8,64.4,4.3,18.1,38.6,64.4,0.391,3,1,0.32,1,0.542,0.2266,LOW,DEMO
17.8,2783.0,107.9,18.9,49.2,67.7,107.9,0.418,0,0,0.86,2,0.431,0.3038,MEDIUM,DEMO
29.2,2940.1,65.9,12.1,32.0,44.7,65.9,0.424,3,0,0.51,3,0.407,0.259,MEDIUM,DEMO
25.9,172.5,107.9,13.0,53.1,88.2,107.9,0.476,0,0,0.187,2,0.232,0.3364,MEDIUM,DEMO
47.4,93.6,119.7,16.6,51.7,86.4,119.7,0.403,1,3,0.158,2,0.383,0.482,MEDIUM,DEMO
27.5,238.1,139.4,34.6,81.2,117.1,139.4,0.425,1,0,0.152,0,0.032,0.3842,MEDIUM,DEMO
44.6,4200.0,79.3,4.6,22.6,46.1,79.3,0.33,1,3,0.416,1,0.326,0.284,MEDIUM,DEMO
50.4,258.6,16.8,1.8,7.5,11.5,16.8,0.364,3,0,0.778,1,0.061,0.2418,LOW,DEMO
31.5,708.4,66.8,13.4,26.8,45.2,66.8,0.323,1,0,0.753,1,0.374,0.2818,MEDIUM,DEMO
51.6,1778.0,117.1,24.2,57.5,85.5,117.1,0.561,2,0,0.4,0,0.105,0.5504,HIGH,DEMO
29.7,98.6,94.7,11.7,34.5,75.2,94.7,0.373,2,1,0.709,3,0.156,0.2568,MEDIUM,DEMO
56.6,914.8,103.8,20.3,52.3,83.3,103.8,0.384,0,0,0.692,0,0.2,0.5348,HIGH,DEMO
17.0,371.9,124.4,26.2,57.7,93.5,124.4,0.525,3,1,0.487,0,0.143,0.2987,MEDIUM,DEMO
40.1,1864.6,33.8,8.0,17.6,25.1,33.8,0.359,1,0,0.427,0,0.383,0.2289,LOW,DEMO
33.3,380.0,128.4,20.8,70.0,107.2,128.4,0.516,3,2,0.257,2,0.06,0.3873,MEDIUM,DEMO
30.1,1124.7,218.3,36.0,103.7,145.2,218.3,0.689,2,2,0.332,0,0.095,0.4802,MEDIUM,DEMO
38.0,1089.4,60.4,13.5,34.6,48.3,60.4,0.322,2,0,0.377,3,0.224,0.3003,MEDIUM,DEMO
40.8,305.3,141.2,14.8,66.8,116.7,141.2,0.554,1,2,0.738,3,0.055,0.4017,MEDIUM,DEMO
7.7,111.9,82.5,13.7,28.3,57.5,82.5,0.415,2,3,0.54,0,0.075,0.1606,LOW,DEMO
21.4,553.7,102.0,16.5,50.1,78.4,102.0,0.421,0,1,0.273,1,0.496,0.3405,MEDIUM,DEMO
41.2,387.2,132.9,19.5,62.8,88.1,132.9,0.502,1,0,0.193,0,0.029,0.4812,MEDIUM,DEMO
39.3,1569.8,94.4,12.6,26.6,56.4,94.4,0.478,0,1,0.497,1,0.1,0.3735,MEDIUM,DEMO
56.8,1530.1,57.9,6.1,25.9,42.0,57.9,0.377,1,2,0.626,1,0.151,0.3502,MEDIUM,DEMO
43.2,629.6,97.1,6.1,28.7,59.1,97.1,0.322,0,0,0.742,2,0.247,0.3318,MEDIUM,DEMO
55.1,919.4,40.4,5.2,12.7,27.8,40.4,0.37,3,0,0.726,0,0.345,0.3114,MEDIUM,DEMO
40.7,914.3,24.6,4.1,13.0,19.9,24.6,0.336,2,0,0.746,3,0.208,0.1911,LOW,DEMO
27.0,1659.8,183.1,29.6,69.0,105.4,183.1,0.571,2,0,0.46,3,0.075,0.4896,MEDIUM,DEMO
18.1,578.1,105.3,8.2,37.1,58.9,105.3,0.451,3,0,0.778,1,0.16,0.2416,LOW,DEMO
44.2,370.0,120.5,19.7,62.4,88.2,120.5,0.479,2,0,0.458,1,0.104,0.5264,HIGH,DEMO
38.5,357.1,90.9,7.6,28.0,59.0,90.9,0.32,0,0,0.248,1,0.318,0.3498,MEDIUM,DEMO
13.8,771.5,20.0,2.7,6.5,13.5,20.0,0.267,2,0,0.422,0,0.186,0.1006,LOW,DEMO
29.2,616.7,175.4,22.4,83.6,117.8,175.4,0.558,3,0,0.378,2,0.219,0.5167,HIGH,DEMO
55.8,602.0,58.0,6.8,20.1,33.4,58.0,0.35,0,1,0.418,1,0.388,0.419,MEDIUM,DEMO
33.5,166.0,66.3,8.7,19.4,36.5,66.3,0.347,2,3,0.621,0,0.204,0.173,LOW,DEMO
31.5,1221.2,162.6,42.5,89.5,133.3,162.6,0.585,1,0,0.619,1,0.205,0.5158,HIGH,DEMO
32.2,296.4,39.9,7.4,17.6,24.6,39.9,0.284,1,0,0.291,0,0.181,0.1839,LOW,DEMO
23.4,277.4,62.4,9.1,27.8,42.3,62.4,0.411,3,0,0.36,2,0.107,0.2099,LOW,DEMO
29.4,559.1,59.3,12.8,34.3,49.9,59.3,0.391,1,3,0.572,1,0.523,0.2262,LOW,DEMO
29.5,312.6,39.0,6.8,16.7,31.1,39.0,0.39,0,1,0.184,1,0.352,0.214,LOW,DEMO
14.2,869.1,83.5,12.1,26.1,48.6,83.5,0.492,3,0,0.643,0,0.429,0.2161,LOW,DEMO
43.5,497.9,43.1,10.0,21.5,30.3,43.1,0.417,2,2,0.256,3,0.022,0.2414,LOW,DEMO
31.0,616.3,180.1,42.1,87.9,138.5,180.1,0.525,1,0,0.767,2,0.184,0.5018,HIGH,DEMO
46.2,773.4,23.1,4.0,9.1,17.5,23.1,0.31,1,0,0.425,2,0.361,0.2528,MEDIUM,DEMO
47.8,284.8,30.4,3.5,14.4,23.7,30.4,0.271,3,0,0.288,1,0.121,0.2763,MEDIUM,DEMO
23.5,232.4,62.3,11.9,28.1,42.8,62.3,0.53,1,0,0.628,0,0.429,0.2167,LOW,DEMO
39.0,1991.4,77.2,10.7,24.0,46.6,77.2,0.424,1,1,0.541,0,0.505,0.2954,MEDIUM,DEMO
32.7,591.8,48.1,9.9,21.4,33.2,48.1,0.41,0,1,0.251,1,0.285,0.2562,MEDIUM,DEMO
49.6,558.1,125.7,20.7,43.3,93.5,125.7,0.505,3,2,0.749,3,0.292,0.4878,MEDIUM,DEMO
23.7,112.6,68.4,9.6,27.1,50.1,68.4,0.245,2,1,0.464,1,0.135,0.2085,LOW,DEMO
39.7,700.2,109.3,16.1,40.7,62.4,109.3,0.414,1,1,0.236,3,0.13,0.4123,MEDIUM,DEMO
37.1,807.0,172.2,9.8,48.5,98.0,172.2,0.535,2,1,0.725,0,0.033,0.404,MEDIUM,DEMO
26.9,816.5,207.8,33.5,90.1,174.4,207.8,0.616,3,1,0.221,2,0.065,0.5345,HIGH,DEMO
19.9,1184.9,63.3,9.2,26.9,37.7,63.3,0.386,3,0,0.856,0,0.248,0.1614,LOW,DEMO
38.7,255.8,83.0,16.9,34.6,53.0,83.0,0.429,2,1,0.456,1,0.151,0.3838,MEDIUM,DEMO
42.2,341.6,94.1,20.7,44.0,73.4,94.1,0.293,2,3,0.673,0,0.321,0.3186,MEDIUM,DEMO
27.6,1578.1,64.8,9.8,22.4,43.6,64.8,0.358,1,1,0.463,2,0.449,0.2319,LOW,DEMO
38.5,2726.6,37.1,2.7,12.4,22.4,37.1,0.295,1,1,0.263,1,0.433,0.2277,LOW,DEMO
30.3,211.5,146.6,20.2,63.0,101.2,146.6,0.591,2,0,0.696,1,0.267,0.4791,MEDIUM,DEMO
41.2,699.6,37.2,5.4,13.3,26.8,37.2,0.349,2,3,0.34,0,0.079,0.1678,LOW,DEMO
23.0,296.9,155.7,13.3,63.5,106.8,155.7,0.53,3,3,0.639,0,0.193,0.2825,MEDIUM,DEMO
50.3,135.8,104.1,13.3,49.2,86.0,104.1,0.455,0,2,0.316,0,0.117,0.3997,MEDIUM,DEMO
26.6,434.4,91.8,16.1,34.6,58.3,91.8,0.336,2,0,0.303,1,0.071,0.3205,MEDIUM,DEMO
29.4,219.6,45.8,3.9,16.5,34.3,45.8,0.368,2,3,0.468,0,0.558,0.1381,LOW,DEMO
14.7,1193.9,15.3,0.9,4.3,8.9,15.3,0.259,2,0,0.74,0,0.413,0.0904,LOW,DEMO
18.4,766.7,144.4,26.7,71.3,96.4,144.4,0.478,0,1,0.586,1,0.388,0.3912,MEDIUM,DEMO
34.0,219.8,45.3,12.6,26.0,35.0,45.3,0.4,2,1,0.169,0,0.023,0.2231,LOW,DEMO
25.8,88.4,108.3,17.4,38.6,66.9,108.3,0.465,1,2,0.678,1,0.332,0.3055,MEDIUM,DEMO
47.0,1566.0,112.0,27.5,55.9,81.4,112.0,0.425,2,2,0.561,0,0.38,0.4207,MEDIUM,DEMO
9.9,254.4,78.1,12.8,30.1,46.5,78.1,0.365,2,2,0.594,3,0.479,0.183,LOW,DEMO
29.8,918.8,92.5,8.6,26.1,53.7,92.5,0.44,1,3,0.389,2,0.298,0.2338,LOW,DEMO
28.4,449.8,103.2,19.0,39.3,72.9,103.2,0.456,2,1,0.543,1,0.088,0.3488,MEDIUM,DEMO
10.6,872.6,87.6,11.8,35.9,65.9,87.6,0.414,3,2,0.403,3,0.212,0.1875,LOW,DEMO
19.2,421.4,42.0,4.7,15.4,24.5,42.0,0.268,1,0,0.182,3,0.223,0.1504,LOW,DEMO
30.9,161.9,23.2,4.0,12.0,19.2,23.2,0.24,2,1,0.762,1,0.399,0.1574,LOW,DEMO
33.3,307.0,48.4,9.7,21.7,29.9,48.4,0.303,1,0,0.635,0,0.495,0.2122,LOW,DEMO
30.6,267.5,59.7,11.4,24.0,35.0,59.7,0.351,2,3,0.63,0,0.522,0.1815,LOW,DEMO
34.5,582.8,177.8,23.6,76.8,108.6,177.8,0.578,1,3,0.267,0,0.18,0.4579,MEDIUM,DEMO
36.7,1046.4,31.5,4.6,13.6,18.9,31.5,0.3,1,0,0.624,2,0.251,0.194,LOW,DEMO
9.0,355.6,193.5,36.2,77.1,111.7,193.5,0.604,2,1,0.296,1,0.3,0.5065,HIGH,DEMO
32.4,90.9,231.9,21.5,100.6,183.0,231.9,0.775,1,0,0.643,3,0.396,0.6084,HIGH,DEMO
56.5,738.6,49.7,7.8,17.9,34.7,49.7,0.385,1,0,0.373,1,0.311,0.4369,MEDIUM,DEMO
34.1,917.7,226.9,31.6,94.0,151.2,226.9,0.731,3,1,0.24,2,0.033,0.6066,HIGH,DEMO
39.7,3044.0,70.5,12.1,38.7,58.9,70.5,0.404,2,0,0.809,0,0.239,0.2795,MEDIUM,DEMO
27.5,881.3,62.8,7.9,23.5,41.6,62.8,0.37,2,0,0.2,1,0.376,0.2527,MEDIUM,DEMO
43.8,653.4,177.9,24.5,75.2,106.7,177.9,0.601,2,1,0.699,1,0.027,0.6094,HIGH,DEMO
43.8,846.7,89.8,17.9,41.9,56.7,89.8,0.428,3,0,0.197,2,0.044,0.4526,MEDIUM,DEMO
34.2,2446.7,81.3,15.0,31.4,50.5,81.3,0.441,0,1,0.64,2,0.251,0.3133,MEDIUM,DEMO
58.1,1666.2,47.9,6.8,19.7,33.5,47.9,0.29,0,0,0.204,0,0.164,0.3778,MEDIUM,DEMO
19.3,431.0,51.1,10.3,22.9,32.6,51.1,0.381,1,2,0.507,1,0.276,0.1636,LOW,DEMO
10.2,323.7,83.2,11.2,26.8,58.6,83.2,0.413,1,1,0.263,0,0.354,0.2068,LOW,DEMO
43.7,354.2,177.8,19.5,65.2,133.5,177.8,0.49,1,2,0.779,2,0.105,0.5222,HIGH,DEMO
45.5,711.8,31.6,6.6,17.4,24.8,31.6,0.313,2,0,0.425,0,0.047,0.2292,LOW,DEMO
19.0,1306.5,73.1,14.9,37.3,55.8,73.1,0.32,0,0,0.132,1,0.527,0.288,MEDIUM,DEMO
25.7,709.6,26.7,1.9,9.4,16.3,26.7,0.273,2,3,0.597,2,0.329,0.1069,LOW,DEMO
10.3,143.2,46.1,6.2,19.3,26.9,46.1,0.328,2,1,0.458,0,0.408,0.1338,LOW,DEMO
26.8,1237.3,118.4,23.3,46.9,84.4,118.4,0.395,0,0,0.773,0,0.207,0.3141,MEDIUM,DEMO
43.8,1555.8,39.8,6.1,15.5,24.3,39.8,0.321,1,3,0.449,2,0.354,0.2188,LOW,DEMO
34.1,387.6,150.9,16.7,55.6,86.8,150.9,0.534,2,0,0.432,3,0.439,0.4919,MEDIUM,DEMO
28.7,1061.9,39.6,3.9,14.2,28.1,39.6,0.361,2,1,0.465,0,0.32,0.1485,LOW,DEMO
29.5,580.5,52.3,4.8,18.1,33.9,52.3,0.324,2,0,0.773,2,0.366,0.1863,LOW,DEMO
6.5,2059.4,16.8,3.0,9.5,13.1,16.8,0.295,1,0,0.566,0,0.239,0.0981,LOW,DEMO
27.0,1759.2,151.0,12.7,49.1,97.3,151.0,0.526,3,0,0.629,0,0.312,0.362,MEDIUM,DEMO
38.5,750.8,137.6,14.0,58.3,116.1,137.6,0.485,2,0,0.668,1,0.217,0.4699,MEDIUM,DEMO
57.9,1138.4,27.3,3.9,12.6,21.3,27.3,0.217,0,1,0.833,2,0.24,0.3003,MEDIUM,DEMO
47.6,2013.7,63.1,6.5,17.1,35.8,63.1,0.362,1,2,0.757,3,0.595,0.2764,MEDIUM,DEMO
11.2,696.2,59.4,7.3,30.0,41.8,59.4,0.398,2,3,0.825,0,0.284,0.1126,LOW,DEMO
50.8,418.2,55.9,4.1,19.3,40.2,55.9,0.307,0,1,0.381,2,0.155,0.3134,MEDIUM,DEMO
44.3,1341.0,232.9,23.6,112.2,176.7,232.9,0.672,3,0,0.283,0,0.026,0.6469,HIGH,DEMO
44.1,303.7,55.3,6.0,21.4,38.7,55.3,0.349,2,2,0.275,3,0.24,0.2417,LOW,DEMO
32.2,522.7,41.3,5.1,19.9,28.7,41.3,0.382,0,1,0.772,0,0.146,0.151,LOW,DEMO
30.4,1887.1,18.6,2.8,7.7,12.3,18.6,0.286,3,0,0.751,2,0.032,0.1329,LOW,DEMO
27.2,1240.0,42.9,5.2,15.4,27.1,42.9,0.344,1,0,0.614,0,0.76,0.1721,LOW,DEMO
15.3,545.5,177.5,32.8,110.3,148.0,177.5,0.579,1,2,0.168,3,0.175,0.3936,MEDIUM,DEMO
24.2,297.6,89.1,12.2,27.0,57.5,89.1,0.391,2,1,0.362,0,0.065,0.2228,LOW,DEMO
25.0,476.0,89.2,11.1,31.7,50.8,89.2,0.359,2,3,0.678,0,0.014,0.1666,LOW,DEMO
33.0,380.8,44.9,4.6,20.1,26.9,44.9,0.319,1,2,0.309,2,0.136,0.1633,LOW,DEMO
42.6,254.3,160.7,24.6,85.3,129.7,160.7,0.568,1,1,0.594,3,0.426,0.5681,HIGH,DEMO
32.7,1304.0,109.5,26.3,53.4,79.5,109.5,0.459,1,2,0.532,3,0.061,0.3141,MEDIUM,DEMO
14.7,341.4,56.4,10.0,20.3,44.2,56.4,0.429,1,1,0.32,0,0.266,0.1657,LOW,DEMO
55.9,624.9,36.8,3.7,13.3,29.2,36.8,0.366,2,0,0.83,0,0.648,0.3147,MEDIUM,DEMO
54.4,518.8,73.2,6.7,26.9,58.3,73.2,0.448,2,1,0.315,3,0.189,0.4051,MEDIUM,DEMO
44.4,3699.5,39.2,7.3,20.9,28.0,39.2,0.221,2,3,0.8,0,0.161,0.1739,LOW,DEMO
60.9,526.5,67.5,10.4,30.3,40.7,67.5,0.454,1,3,0.531,2,0.245,0.436,MEDIUM,DEMO
35.0,155.0,83.8,8.9,27.4,49.8,83.8,0.419,1,1,0.19,1,0.133,0.3105,MEDIUM,DEMO
56.4,164.7,46.4,6.5,18.0,33.5,46.4,0.357,1,0,0.754,2,0.447,0.3819,MEDIUM,DEMO
16.1,884.1,9.6,0.8,3.1,6.4,9.6,0.313,0,0,0.721,1,0.039,0.0991,LOW,DEMO
29.3,903.2,101.2,9.3,39.9,72.6,101.2,0.439,2,0,0.752,1,0.099,0.2871,MEDIUM,DEMO
24.1,568.3,47.4,6.9,18.6,33.2,47.4,0.285,0,3,0.605,2,0.068,0.128,LOW,DEMO
22.8,588.8,83.4,19.7,41.1,60.9,83.4,0.477,0,2,0.661,1,0.19,0.2531,MEDIUM,DEMO
20.1,129.9,69.5,6.7,27.6,38.9,69.5,0.341,0,2,0.809,2,0.524,0.1532,LOW,DEMO
37.7,734.1,209.0,32.4,78.9,117.0,209.0,0.589,0,2,0.217,1,0.218,0.5889,HIGH,DEMO
44.2,712.4,77.5,12.7,38.2,59.4,77.5,0.382,1,1,0.183,2,0.396,0.3966,MEDIUM,DEMO
36.1,225.8,136.8,16.3,56.5,83.2,136.8,0.485,1,1,0.215,2,0.116,0.4571,MEDIUM,DEMO
20.4,178.7,58.5,13.4,29.3,43.6,58.5,0.359,0,1,0.781,2,0.18,0.1894,LOW,DEMO
45.7,198.7,39.7,5.7,16.8,28.3,39.7,0.319,0,1,0.548,3,0.294,0.2507,MEDIUM,DEMO
38.2,175.9,104.1,18.2,48.4,87.9,104.1,0.511,0,3,0.254,0,0.298,0.3537,MEDIUM,DEMO
30.1,926.8,45.0,6.4,19.3,36.0,45.0,0.356,1,0,0.228,2,0.237,0.2092,LOW,DEMO
39.6,276.9,121.9,12.0,53.7,82.1,121.9,0.433,2,2,0.459,3,0.404,0.3621,MEDIUM,DEMO
25.5,340.6,29.9,6.1,16.2,22.0,29.9,0.269,1,2,0.74,1,0.058,0.1215,LOW,DEMO
28.6,251.6,95.5,11.4,34.9,55.9,95.5,0.408,2,2,0.732,2,0.444,0.2424,LOW,DEMO
52.2,2929.6,76.1,8.3,36.7,50.7,76.1,0.372,0,0,0.767,0,0.091,0.3475,MEDIUM,DEMO
26.7,1815.5,184.9,24.5,64.7,142.4,184.9,0.568,0,0,0.704,0,0.159,0.4542,MEDIUM,DEMO
32.6,315.8,101.8,10.5,51.6,75.0,101.8,0.384,1,0,0.167,1,0.601,0.381,MEDIUM,DEMO
50.3,437.2,70.3,9.1,34.5,48.9,70.3,0.395,1,2,0.667,2,0.158,0.3174,MEDIUM,DEMO
40.9,292.0,127.8,21.4,49.3,77.1,127.8,0.465,0,3,0.514,0,0.114,0.3786,MEDIUM,DEMO
15.0,689.3,9.5,1.2,5.5,7.5,9.5,0.22,1,0,0.672,0,0.016,0.0789,LOW,DEMO
20.4,97.8,110.0,17.2,43.6,69.5,110.0,0.479,0,0,0.488,0,0.514,0.3128,MEDIUM,DEMO
8.6,1081.5,116.3,23.4,48.3,92.6,116.3,0.508,2,3,0.487,0,0.155,0.2381,LOW,DEMO
38.0,746.5,124.7,11.8,47.1,91.5,124.7,0.469,1,0,0.216,1,0.702,0.4895,MEDIUM,DEMO
31.9,2140.2,119.2,15.8,48.6,78.9,119.2,0.56,0,3,0.808,0,0.375,0.2984,MEDIUM,DEMO
19.7,241.6,107.1,16.2,43.5,60.2,107.1,0.56,2,1,0.405,3,0.067,0.2946,MEDIUM,DEMO
55.9,1547.2,60.4,5.9,17.7,37.4,60.4,0.387,0,3,0.563,0,0.144,0.2919,MEDIUM,DEMO
34.5,1493.0,85.0,16.9,43.9,69.5,85.0,0.385,1,1,0.277,1,0.084,0.3577,MEDIUM,DEMO
24.8,202.4,49.4,8.6,26.7,39.3,49.4,0.355,1,0,0.4,1,0.011,0.1981,LOW,DEMO
33.6,537.6,42.0,3.6,14.7,30.3,42.0,0.267,1,0,0.782,3,0.229,0.1691,LOW,DEMO
39.8,247.9,62.2,4.7,20.8,42.9,62.2,0.322,0,3,0.279,1,0.091,0.223,LOW,DEMO
16.1,344.6,67.7,11.9,28.2,50.4,67.7,0.292,3,0,0.277,1,0.118,0.2208,LOW,DEMO
26.1,355.0,98.5,9.8,36.2,68.0,98.5,0.402,3,1,0.318,2,0.595,0.2926,MEDIUM,DEMO
45.4,811.2,167.5,28.8,63.4,124.5,167.5,0.499,1,1,0.557,0,0.082,0.5443,HIGH,DEMO
32.3,557.0,135.2,18.7,44.2,86.8,135.2,0.532,1,3,0.516,0,0.202,0.3444,MEDIUM,DEMO
35.0,2736.2,93.5,7.9,36.7,74.9,93.5,0.386,1,0,0.253,1,0.125,0.3249,MEDIUM,DEMO
31.5,201.6,154.9,19.4,74.6,117.8,154.9,0.552,1,1,0.646,1,0.344,0.4881,MEDIUM,DEMO
13.4,3354.1,78.0,9.6,33.2,50.6,78.0,0.432,2,0,0.81,0,0.554,0.1887,LOW,DEMO
21.4,316.0,108.2,21.6,57.1,86.4,108.2,0.509,1,1,0.271,1,0.082,0.3452,MEDIUM,DEMO
31.9,1414.0,60.6,11.4,25.7,42.2,60.6,0.345,0,1,0.631,1,0.25,0.2503,MEDIUM,DEMO
23.4,452.6,76.7,7.4,34.0,46.2,76.7,0.408,0,0,0.566,3,0.119,0.2,LOW,DEMO
14.0,219.0,64.6,7.3,26.4,37.0,64.6,0.387,3,2,0.37,1,0.113,0.155,LOW,DEMO
47.4,1836.0,21.6,3.8,12.1,16.4,21.6,0.354,0,0,0.59,1,0.43,0.2709,MEDIUM,DEMO
58.9,412.5,22.1,2.6,10.1,17.9,22.1,0.33,3,1,0.28,0,0.209,0.298,MEDIUM,DEMO
44.8,1047.9,27.6,5.7,15.6,21.8,27.6,0.366,2,1,0.754,0,0.617,0.2215,LOW,DEMO
48.0,832.2,93.9,16.3,47.6,70.1,93.9,0.341,1,1,0.137,1,0.124,0.4882,MEDIUM,DEMO
24.8,654.4,169.8,16.4,55.5,100.6,169.8,0.532,0,0,0.551,1,0.224,0.4682,MEDIUM,DEMO
56.2,696.3,154.6,15.3,43.1,89.4,154.6,0.589,1,2,0.362,2,0.469,0.6471,HIGH,DEMO
22.9,1265.9,108.9,14.3,46.6,71.2,108.9,0.481,1,0,0.79,2,0.528,0.3161,MEDIUM,DEMO
55.2,162.7,53.6,6.4,21.2,43.2,53.6,0.343,2,2,0.5,2,0.203,0.3218,MEDIUM,DEMO
61.8,1072.8,41.0,5.2,18.5,34.4,41.0,0.302,2,0,0.73,0,0.19,0.345,MEDIUM,DEMO
41.1,2115.4,83.3,11.3,31.1,51.8,83.3,0.444,1,1,0.822,0,0.108,0.2846,MEDIUM,DEMO
58.9,133.6,52.6,8.9,26.8,40.9,52.6,0.249,1,3,0.374,0,0.048,0.3218,MEDIUM,DEMO
35.8,216.4,25.6,3.5,13.5,18.5,25.6,0.337,2,0,0.789,3,0.038,0.1569,LOW,DEMO
25.5,1214.9,36.5,2.6,12.8,20.4,36.5,0.322,3,0,0.672,2,0.114,0.14,LOW,DEMO
31.6,597.5,60.3,6.9,28.0,43.0,60.3,0.337,3,0,0.202,0,0.14,0.2069,LOW,DEMO
36.6,545.1,166.3,15.2,71.5,131.7,166.3,0.584,1,3,0.199,0,0.577,0.466,MEDIUM,DEMO
15.9,212.6,19.4,2.7,8.0,12.3,19.4,0.267,0,0,0.741,0,0.232,0.0938,LOW,DEMO
37.7,716.1,30.7,3.9,14.6,25.2,30.7,0.308,0,3,0.476,3,0.427,0.1594,LOW,DEMO
58.9,201.8,63.8,9.1,28.0,39.6,63.8,0.366,1,0,0.496,0,0.406,0.4381,MEDIUM,DEMO
22.5,662.7,44.4,4.3,14.4,25.4,44.4,0.37,2,1,0.797,1,0.25,0.151,LOW,DEMO
44.7,1378.1,100.9,12.9,35.6,60.3,100.9,0.445,1,1,0.807,0,0.329,0.3685,MEDIUM,DEMO
51.5,348.9,65.0,12.6,30.2,52.1,65.0,0.275,2,0,0.206,1,0.352,0.4597,MEDIUM,DEMO
54.4,669.9,25.2,4.1,11.8,17.0,25.2,0.227,2,1,0.404,3,0.166,0.2796,MEDIUM,DEMO
56.1,4200.0,53.4,6.8,31.0,42.1,53.4,0.295,0,1,0.8,0,0.149,0.3147,MEDIUM,DEMO
34.2,1124.4,85.6,6.8,33.3,60.7,85.6,0.432,3,2,0.743,0,0.341,0.2004,LOW,DEMO
58.3,1737.0,116.6,12.7,47.9,80.9,116.6,0.494,1,1,0.668,1,0.278,0.5942,HIGH,DEMO
43.1,562.3,30.5,5.2,16.0,24.1,30.5,0.39,0,2,0.197,0,0.475,0.2012,LOW,DEMO
